Codigo,Espacialidades,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educacao_2010
5220702,Sítio D'Abadia,"0,617","0,59","0,802","0,497"
2930758,Sítio do Mato,"0,564","0,455","0,774","0,509"
2930766,Sítio do Quinto,"0,533","0,552","0,695","0,395"
2111805,Sítio Novo,"0,564","0,509","0,774","0,456"
2413706,Sítio Novo,"0,572","0,528","0,722","0,491"
1720804,Sítio Novo do Tocantins,"0,604","0,55","0,762","0,526"
2930774,Sobradinho,"0,631","0,605","0,748","0,555"
4320701,Sobradinho,"0,743","0,735","0,861","0,647"
2515971,Sobrado,"0,573","0,525","0,753","0,477"
2312908,Sobral,"0,714","0,647","0,832","0,675"
3167707,Sobrália,"0,631","0,611","0,805","0,51"
3552106,Socorro,"0,729","0,737","0,828","0,634"
2210904,Socorro do Piauí,"0,561","0,513","0,739","0,465"
2516003,Solânea,"0,595","0,592","0,762","0,468"
2516102,Soledade,"0,616","0,598","0,772","0,506"
4320800,Soledade,"0,731","0,727","0,861","0,625"
3167806,Soledade de Minas,"0,697","0,673","0,831","0,606"
2614402,Solidão,"0,585","0,547","0,755","0,485"
2313005,Solonópole,"0,625","0,565","0,754","0,574"
4217709,Sombrio,"0,728","0,729","0,858","0,617"
5007935,Sonora,"0,681","0,706","0,803","0,557"
3205010,Sooretama,"0,662","0,65","0,802","0,556"
3552205,Sorocaba,"0,798","0,792","0,843","0,762"
5107925,Sorriso,"0,744","0,774","0,839","0,635"
2516151,Sossêgo,"0,573","0,531","0,769","0,46"
1507904,Soure,"0,615","0,583","0,76","0,525"
2516201,Sousa,"0,668","0,645","0,814","0,567"
2930808,Souto Soares,"0,592","0,533","0,734","0,53"
1720853,Sucupira,"0,667","0,623","0,794","0,599"
2111904,Sucupira do Norte,"0,579","0,526","0,731","0,505"
2111953,Sucupira do Riachão,"0,568","0,538","0,761","0,447"
3552304,Sud Mennucci,"0,747","0,743","0,809","0,694"
4217758,Sul Brasil,"0,707","0,713","0,832","0,595"
4126652,Sulina,"0,693","0,684","0,854","0,57"
3552403,Sumaré,"0,762","0,744","0,845","0,705"
2516300,Sumé,"0,627","0,602","0,765","0,534"
3305703,Sumidouro,"0,611","0,658","0,796","0,436"
2614501,Surubim,"0,635","0,617","0,756","0,548"
2210938,Sussuapara,"0,586","0,563","0,749","0,476"
3552551,Suzanápolis,"0,699","0,665","0,813","0,631"
3552502,Suzano,"0,765","0,708","0,873","0,723"
4320859,Tabaí,"0,701","0,694","0,834","0,595"
5107941,Tabaporã,"0,695","0,679","0,826","0,598"
3552601,Tabapuã,"0,735","0,726","0,82","0,666"
1304062,Tabatinga,"0,616","0,602","0,769","0,505"
3552700,Tabatinga,"0,704","0,7","0,818","0,609"
2614600,Tabira,"0,605","0,57","0,77","0,504"
3552809,Taboão da Serra,"0,769","0,742","0,863","0,71"
2930907,Tabocas do Brejo Velho,"0,584","0,53","0,764","0,492"
2413805,Taboleiro Grande,"0,612","0,57","0,792","0,507"
3167905,Tabuleiro,"0,681","0,666","0,821","0,578"
2313104,Tabuleiro do Norte,"0,645","0,62","0,791","0,547"
2614709,Tacaimbó,"0,554","0,536","0,748","0,423"
2614808,Tacaratu,"0,573","0,521","0,711","0,507"
3552908,Taciba,"0,723","0,682","0,809","0,684"
2516409,Tacima,"0,551","0,513","0,726","0,45"
5007950,Tacuru,"0,593","0,615","0,782","0,434"
3553005,Taguaí,"0,709","0,69","0,818","0,631"
1720903,Taguatinga,"0,634","0,628","0,818","0,497"
3553104,Taiaçu,"0,71","0,701","0,814","0,628"
1507953,Tailândia,"0,588","0,583","0,776","0,45"
4217808,Taió,"0,761","0,749","0,879","0,67"
3168002,Taiobeiras,"0,67","0,639","0,815","0,578"
1720937,Taipas do Tocantins,"0,601","0,578","0,798","0,47"
2413904,Taipu,"0,569","0,544","0,778","0,435"
3553203,Taiúva,"0,76","0,732","0,835","0,718"
1720978,Talismã,"0,654","0,654","0,801","0,535"
2614857,Tamandaré,"0,593","0,583","0,745","0,479"
4126678,Tamarana,"0,621","0,628","0,829","0,46"
3553302,Tambaú,"0,731","0,729","0,858","0,624"
4126702,Tamboara,"0,731","0,679","0,852","0,674"
2313203,Tamboril,"0,58","0,526","0,779","0,476"
2210953,Tamboril do Piauí,"0,501","0,509","0,685","0,36"
3553401,Tanabi,"0,748","0,735","0,829","0,687"
2414001,Tangará,"0,608","0,566","0,77","0,516"
4217907,Tangará,"0,737","0,748","0,867","0,617"
5107958,Tangará da Serra,"0,729","0,749","0,825","0,626"
3305752,Tanguá,"0,654","0,644","0,793","0,548"
2931004,Tanhaçu,"0,577","0,565","0,772","0,44"
2709004,Tanque D'Arca,"0,555","0,531","0,748","0,43"
2210979,Tanque do Piauí,"0,579","0,553","0,704","0,499"
2931053,Tanque Novo,"0,599","0,583","0,778","0,474"
2931103,Tanquinho,"0,597","0,567","0,768","0,488"
3168051,Taparuba,"0,645","0,604","0,799","0,557"
1304104,Tapauá,"0,502","0,512","0,694","0,355"
4126801,Tapejara,"0,703","0,694","0,819","0,612"
4320909,Tapejara,"0,76","0,763","0,837","0,688"
4321006,Tapera,"0,747","0,743","0,835","0,672"
2516508,Taperoá,"0,578","0,564","0,749","0,456"
2931202,Taperoá,"0,566","0,566","0,754","0,426"
4321105,Tapes,"0,695","0,699","0,862","0,556"
3168101,Tapira,"0,712","0,759","0,847","0,561"
4126900,Tapira,"0,697","0,689","0,794","0,619"
3168200,Tapiraí,"0,667","0,67","0,847","0,522"
3553500,Tapiraí,"0,681","0,647","0,846","0,578"
2931301,Tapiramutá,"0,594","0,589","0,752","0,473"
3553609,Tapiratiba,"0,751","0,703","0,87","0,692"
5108006,Tapurah,"0,714","0,738","0,831","0,594"
4321204,Taquara,"0,727","0,754","0,88","0,579"
3168309,Taquaraçu de Minas,"0,651","0,643","0,818","0,525"
3553658,Taquaral,"0,759","0,742","0,823","0,716"
5221007,Taquaral de Goiás,"0,716","0,7","0,846","0,619"
2709103,Taquarana,"0,541","0,529","0,71","0,421"
4321303,Taquari,"0,733","0,737","0,849","0,629"
3553708,Taquaritinga,"0,748","0,727","0,827","0,696"
2615003,Taquaritinga do Norte,"0,641","0,636","0,796","0,52"
3553807,Taquarituba,"0,701","0,7","0,811","0,606"
3553856,Taquarivaí,"0,679","0,617","0,811","0,626"
4321329,Taquaruçu do Sul,"0,739","0,768","0,83","0,633"
5007976,Taquarussu,"0,651","0,657","0,769","0,545"
3553906,Tarabai,"0,726","0,666","0,823","0,697"
1200609,Tarauacá,"0,539","0,554","0,72","0,392"
2313252,Tarrafas,"0,576","0,529","0,751","0,482"
1600709,Tartarugalzinho,"0,592","0,553","0,794","0,473"
3553955,Tarumã,"0,753","0,738","0,852","0,68"
3168408,Tarumirim,"0,633","0,614","0,829","0,499"
2112001,Tasso Fragoso,"0,599","0,562","0,777","0,491"
3554003,Tatuí,"0,752","0,734","0,842","0,688"
2313302,Tauá,"0,633","0,585","0,773","0,56"
3554102,Taubaté,"0,8","0,778","0,883","0,746"
2516607,Tavares,"0,586","0,56","0,777","0,462"
4321352,Tavares,"0,656","0,692","0,828","0,492"
1304203,Tefé,"0,639","0,637","0,801","0,511"
2516706,Teixeira,"0,605","0,566","0,741","0,527"
2931350,Teixeira de Freitas,"0,685","0,683","0,8","0,588"
3168507,Teixeiras,"0,675","0,685","0,804","0,558"
4127007,Teixeira Soares,"0,671","0,676","0,822","0,544"
1101559,Teixeirópolis,"0,643","0,653","0,818","0,498"
2313351,Tejuçuoca,"0,584","0,517","0,742","0,52"
3554201,Tejupá,"0,668","0,668","0,794","0,563"
4127106,Telêmaco Borba,"0,734","0,726","0,828","0,657"
2807303,Telha,"0,604","0,564","0,722","0,542"
2414100,Tenente Ananias,"0,592","0,57","0,779","0,468"
2414159,Tenente Laurentino Cruz,"0,623","0,559","0,737","0,586"
4321402,Tenente Portela,"0,708","0,709","0,83","0,603"
2516755,Tenório,"0,581","0,565","0,707","0,49"
2931400,Teodoro Sampaio,"0,594","0,567","0,774","0,477"
3554300,Teodoro Sampaio,"0,741","0,699","0,856","0,679"
2931509,Teofilândia,"0,566","0,571","0,737","0,431"
3168606,Teófilo Otoni,"0,701","0,698","0,824","0,598"
2931608,Teolândia,"0,555","0,541","0,756","0,418"
2709152,Teotônio Vilela,"0,564","0,549","0,7","0,466"
5008008,Terenos,"0,658","0,651","0,839","0,521"
2211001,Teresina,"0,751","0,731","0,82","0,707"
5221080,Teresina de Goiás,"0,661","0,626","0,817","0,564"
3305802,Teresópolis,"0,73","0,752","0,855","0,605"
2615102,Terezinha,"0,545","0,536","0,711","0,425"
5221197,Terezópolis de Goiás,"0,685","0,655","0,799","0,615"
1507961,Terra Alta,"0,605","0,555","0,743","0,536"
4127205,Terra Boa,"0,728","0,708","0,803","0,68"
4321436,Terra de Areia,"0,689","0,699","0,829","0,565"
2615201,Terra Nova,"0,599","0,545","0,741","0,533"
2931707,Terra Nova,"0,578","0,581","0,7","0,474"
5108055,Terra Nova do Norte,"0,698","0,692","0,815","0,602"
4127304,Terra Rica,"0,71","0,698","0,837","0,613"
3554409,Terra Roxa,"0,749","0,732","0,838","0,684"
4127403,Terra Roxa,"0,714","0,697","0,818","0,639"
1507979,Terra Santa,"0,635","0,602","0,763","0,558"
5108105,Tesouro,"0,655","0,635","0,791","0,56"
4321451,Teutônia,"0,747","0,751","0,855","0,65"
1101609,Theobroma,"0,589","0,622","0,757","0,434"
2313401,Tianguá,"0,657","0,628","0,768","0,587"
4127502,Tibagi,"0,664","0,678","0,832","0,519"
2411056,Tibau,"0,635","0,627","0,769","0,53"
2414209,Tibau do Sul,"0,645","0,672","0,794","0,504"
3554508,Tietê,"0,778","0,764","0,884","0,698"
4217956,Tigrinhos,"0,717","0,688","0,846","0,633"
4218004,Tijucas,"0,76","0,747","0,873","0,672"
4127601,Tijucas do Sul,"0,636","0,679","0,792","0,479"
2615300,Timbaúba,"0,618","0,592","0,769","0,519"
2414308,Timbaúba dos Batistas,"0,64","0,614","0,723","0,591"
4218103,Timbé do Sul,"0,72","0,721","0,856","0,606"
2112100,Timbiras,"0,537","0,498","0,73","0,427"
4218202,Timbó,"0,784","0,807","0,856","0,697"
4218251,Timbó Grande,"0,659","0,634","0,798","0,565"
3554607,Timburi,"0,71","0,688","0,826","0,629"
2112209,Timon,"0,649","0,614","0,768","0,579"
3168705,Timóteo,"0,77","0,737","0,836","0,742"
4321469,Tio Hugo,"0,742","0,709","0,845","0,682"
3168804,Tiradentes,"0,74","0,741","0,885","0,619"
4321477,Tiradentes do Sul,"0,689","0,705","0,815","0,569"
3168903,Tiros,"0,683","0,703","0,852","0,532"
2807402,Tobias Barreto,"0,557","0,609","0,702","0,404"
1721109,Tocantínia,"0,589","0,57","0,782","0,459"
1721208,Tocantinópolis,"0,681","0,634","0,801","0,623"
3169000,Tocantins,"0,688","0,682","0,8","0,597"
3169059,Tocos do Moji,"0,696","0,661","0,808","0,631"
3169109,Toledo,"0,661","0,66","0,802","0,546"
4127700,Toledo,"0,768","0,755","0,855","0,702"
2807501,Tomar do Geru,"0,551","0,52","0,746","0,432"
4127809,Tomazina,"0,699","0,661","0,829","0,622"
3169208,Tombos,"0,718","0,699","0,871","0,607"
1508001,Tomé-Açu,"0,586","0,596","0,798","0,424"
1304237,Tonantins,"0,548","0,508","0,779","0,416"
2615409,Toritama,"0,618","0,655","0,797","0,452"
5108204,Torixoréu,"0,716","0,684","0,806","0,666"
4321493,Toropi,"0,683","0,68","0,822","0,569"
3554656,Torre de Pedra,"0,714","0,679","0,829","0,647"
4321501,Torres,"0,762","0,75","0,862","0,685"
3554706,Torrinha,"0,744","0,734","0,852","0,658"
2414407,Touros,"0,572","0,562","0,716","0,466"
3554755,Trabiju,"0,722","0,666","0,811","0,697"
1508035,Tracuateua,"0,531","0,514","0,776","0,376"
2615508,Tracunhaém,"0,605","0,567","0,776","0,504"
2709202,Traipu,"0,532","0,499","0,765","0,395"
1508050,Trairão,"0,562","0,594","0,763","0,392"
2313500,Trairi,"0,606","0,522","0,739","0,577"
3305901,Trajano de Moraes,"0,667","0,668","0,813","0,547"
4321600,Tramandaí,"0,719","0,727","0,842","0,606"
4321626,Travesseiro,"0,701","0,735","0,839","0,559"
2931806,Tremedal,"0,528","0,545","0,749","0,36"
3554805,Tremembé,"0,785","0,769","0,873","0,72"
4321634,Três Arroios,"0,791","0,843","0,851","0,689"
4218301,Três Barras,"0,706","0,677","0,814","0,639"
4127858,Três Barras do Paraná,"0,681","0,683","0,831","0,557"
4321667,Três Cachoeiras,"0,718","0,722","0,847","0,606"
3169307,Três Corações,"0,744","0,73","0,855","0,66"
4321709,Três Coroas,"0,71","0,74","0,829","0,584"
4321808,Três de Maio,"0,759","0,756","0,834","0,694"
4321832,Três Forquilhas,"0,662","0,661","0,813","0,539"
3554904,Três Fronteiras,"0,753","0,71","0,829","0,726"
5008305,Três Lagoas,"0,744","0,752","0,849","0,645"
3169356,Três Marias,"0,752","0,706","0,866","0,695"
4321857,Três Palmeiras,"0,703","0,747","0,832","0,56"
4321907,Três Passos,"0,768","0,745","0,858","0,71"
3169406,Três Pontas,"0,731","0,714","0,85","0,643"
5221304,Três Ranchos,"0,745","0,724","0,849","0,672"
3306008,Três Rios,"0,725","0,725","0,801","0,656"
4218350,Treviso,"0,774","0,737","0,882","0,714"
4218400,Treze de Maio,"0,729","0,729","0,881","0,602"
4218509,Treze Tílias,"0,795","0,838","0,874","0,685"
2615607,Trindade,"0,595","0,602","0,768","0,455"
5221403,Trindade,"0,699","0,682","0,822","0,608"
4321956,Trindade do Sul,"0,687","0,675","0,787","0,61"
2516805,Triunfo,"0,609","0,578","0,78","0,501"
2615706,Triunfo,"0,67","0,624","0,817","0,591"
4322004,Triunfo,"0,733","0,717","0,873","0,629"
2414456,Triunfo Potiguar,"0,602","0,579","0,73","0,516"
2112233,Trizidela do Vale,"0,606","0,565","0,738","0,534"
5221452,Trombas,"0,653","0,628","0,812","0,547"
4218608,Trombudo Central,"0,775","0,76","0,88","0,696"
4218707,Tubarão,"0,796","0,788","0,866","0,74"
2931905,Tucano,"0,579","0,596","0,712","0,458"
1508084,Tucumã,"0,659","0,67","0,813","0,525"
4322103,Tucunduva,"0,747","0,748","0,816","0,682"
1508100,Tucuruí,"0,666","0,675","0,8","0,548"
2112274,Tufilândia,"0,555","0,502","0,709","0,481"
3554953,Tuiuti,"0,728","0,702","0,871","0,63"
3169505,Tumiritinga,"0,626","0,615","0,827","0,482"
4218756,Tunápolis,"0,752","0,728","0,83","0,704"
4322152,Tunas,"0,657","0,659","0,794","0,541"
4127882,Tunas do Paraná,"0,611","0,641","0,801","0,444"
4127908,Tuneiras do Oeste,"0,695","0,662","0,805","0,629"
2112308,Tuntum,"0,572","0,534","0,726","0,483"
3555000,Tupã,"0,771","0,764","0,852","0,704"
3169604,Tupaciguara,"0,719","0,711","0,863","0,605"
2615805,Tupanatinga,"0,519","0,494","0,747","0,379"
4322186,Tupanci do Sul,"0,694","0,688","0,818","0,595"
4322202,Tupanciretã,"0,709","0,721","0,828","0,596"
4322251,Tupandi,"0,718","0,742","0,836","0,597"
4322301,Tuparendi,"0,728","0,734","0,832","0,632"
2615904,Tuparetama,"0,634","0,612","0,749","0,557"
4127957,Tupãssi,"0,73","0,721","0,83","0,649"
3555109,Tupi Paulista,"0,769","0,762","0,835","0,715"
1721257,Tupirama,"0,67","0,629","0,808","0,593"
1721307,Tupiratins,"0,587","0,601","0,791","0,425"
2112407,Turiaçu,"0,561","0,493","0,776","0,461"
2112456,Turilândia,"0,536","0,495","0,774","0,402"
3555208,Turiúba,"0,751","0,713","0,824","0,721"
3169703,Turmalina,"0,682","0,646","0,816","0,602"
3555307,Turmalina,"0,736","0,724","0,817","0,675"
4322327,Turuçu,"0,629","0,685","0,814","0,446"
2313559,Tururu,"0,606","0,508","0,76","0,576"
5221502,Turvânia,"0,697","0,679","0,82","0,609"
5221551,Turvelândia,"0,691","0,671","0,813","0,605"
4127965,Turvo,"0,672","0,668","0,828","0,549"
4218806,Turvo,"0,74","0,742","0,867","0,631"
3169802,Turvolândia,"0,696","0,707","0,829","0,576"
2112506,Tutóia,"0,561","0,543","0,722","0,451"
1304260,Uarini,"0,527","0,535","0,724","0,378"
2932002,Uauá,"0,605","0,554","0,747","0,535"
3169901,Ubá,"0,724","0,727","0,841","0,62"
3170008,Ubaí,"0,609","0,552","0,787","0,519"
2932101,Ubaíra,"0,582","0,581","0,759","0,447"
2932200,Ubaitaba,"0,611","0,607","0,767","0,49"
2313609,Ubajara,"0,648","0,595","0,769","0,594"
3170057,Ubaporanga,"0,614","0,604","0,805","0,475"
3555356,Ubarana,"0,7","0,672","0,844","0,604"
2932309,Ubatã,"0,593","0,586","0,788","0,452"
3555406,Ubatuba,"0,751","0,741","0,841","0,679"
3170107,Uberaba,"0,772","0,772","0,845","0,705"
3170206,Uberlândia,"0,789","0,776","0,885","0,716"
3555505,Ubirajara,"0,727","0,689","0,829","0,674"
4128005,Ubiratã,"0,739","0,706","0,854","0,669"
4322343,Ubiretama,"0,7","0,691","0,809","0,613"
3555604,Uchoa,"0,721","0,708","0,823","0,644"
2932408,Uibaí,"0,617","0,575","0,758","0,54"
1400704,Uiramutã,"0,453","0,439","0,766","0,276"
5221577,Uirapuru,"0,67","0,632","0,822","0,579"
2516904,Uiraúna,"0,636","0,612","0,797","0,528"
1508126,Ulianópolis,"0,604","0,682","0,759","0,425"
2313708,Umari,"0,591","0,535","0,778","0,497"
2414506,Umarizal,"0,618","0,59","0,792","0,506"
2807600,Umbaúba,"0,579","0,567","0,719","0,476"
2932457,Umburanas,"0,515","0,469","0,705","0,413"
3170305,Umburatiba,"0,638","0,599","0,815","0,531"
2517001,Umbuzeiro,"0,584","0,545","0,712","0,514"
2313757,Umirim,"0,587","0,514","0,751","0,524"
4128104,Umuarama,"0,761","0,755","0,836","0,698"
2932507,Una,"0,56","0,584","0,71","0,424"
3170404,Unaí,"0,736","0,723","0,847","0,651"
2211100,União,"0,577","0,542","0,781","0,453"
4322350,União da Serra,"0,733","0,786","0,852","0,587"
4128203,União da Vitória,"0,74","0,713","0,837","0,68"
3170438,União de Minas,"0,672","0,684","0,829","0,534"
4218855,União do Oeste,"0,705","0,703","0,823","0,606"
2709301,União dos Palmares,"0,593","0,59","0,764","0,462"
5108303,União do Sul,"0,665","0,665","0,797","0,556"
3555703,União Paulista,"0,749","0,697","0,863","0,699"
4128302,Uniflor,"0,72","0,69","0,826","0,655"
4322376,Unistalda,"0,649","0,626","0,804","0,542"
2414605,Upanema,"0,596","0,542","0,758","0,516"
4128401,Uraí,"0,721","0,698","0,821","0,655"
2932606,Urandi,"0,598","0,595","0,766","0,469"
3555802,Urânia,"0,746","0,727","0,804","0,709"
2112605,Urbano Santos,"0,588","0,506","0,77","0,522"
3555901,Uru,"0,712","0,678","0,832","0,639"
5221601,Uruaçu,"0,737","0,74","0,86","0,628"
5221700,Uruana,"0,703","0,665","0,824","0,634"
3170479,Uruana de Minas,"0,664","0,612","0,793","0,602"
1508159,Uruará,"0,589","0,609","0,798","0,42"
4218905,Urubici,"0,694","0,722","0,823","0,562"
2313807,Uruburetama,"0,639","0,564","0,76","0,608"
3170503,Urucânia,"0,633","0,628","0,811","0,498"
1304302,Urucará,"0,62","0,551","0,754","0,575"
2932705,Uruçuca,"0,616","0,607","0,758","0,507"
2211209,Uruçuí,"0,631","0,614","0,794","0,516"
3170529,Urucuia,"0,619","0,559","0,781","0,543"
1304401,Urucurituba,"0,588","0,538","0,776","0,487"
4322400,Uruguaiana,"0,744","0,722","0,863","0,661"
2313906,Uruoca,"0,566","0,503","0,745","0,485"
1101708,Urupá,"0,609","0,621","0,772","0,471"
4218954,Urupema,"0,699","0,667","0,823","0,622"
3556008,Urupês,"0,745","0,741","0,817","0,683"
4219002,Urussanga,"0,772","0,756","0,876","0,695"
5221809,Urutaí,"0,732","0,7","0,841","0,666"
2932804,Utinga,"0,59","0,597","0,706","0,487"
4322509,Vacaria,"0,721","0,74","0,838","0,605"
5108352,Vale de São Domingos,"0,656","0,658","0,765","0,56"
1101757,Vale do Anari,"0,584","0,626","0,756","0,421"
1101807,Vale do Paraíso,"0,627","0,641","0,792","0,485"
4322533,Vale do Sol,"0,624","0,681","0,813","0,439"
2932903,Valença,"0,623","0,619","0,778","0,502"
3306107,Valença,"0,738","0,713","0,848","0,666"
2211308,Valença do Piauí,"0,647","0,62","0,773","0,566"
2933000,Valente,"0,637","0,623","0,729","0,568"
3556107,Valentim Gentil,"0,735","0,708","0,81","0,692"
